cod_comuna,ag,cod_barrio,barrio,formalidad,ue026a1_nu,ciiu_2,label_ciiu2,ciiu_3,label_ciiu3,ciiu_4,label_ciiu4,x,y
4,844372,121,PORVENIR,Formal,3,25,Fabricacion de productos de caucho y de plastico,252,Fabricación de productos de plástico,2521,Fabricación de formas básicas de plástico ,1062601.791,874450.9112
4,844374,107,SANTANDER,Formal,6,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",203,Fabricación de partes y piezas de carpintería para edificios y construcciones,2030,Fabricación de partes y piezas de carpintería  para edificios y construcción,1062462.747,874463.9631
4,844374,107,SANTANDER,Formal,5,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",204,Fabricación de recipientes de madera,2040,Fabricación de recipientes de madera,1062444.602,874449.5669
4,844375,107,SANTANDER,Formal,2,29,Fabricacion de maquinaria y equipo ncp,292,Fabricación de maquinaria de uso especial,2923,Fabricación de maquinaria para la metalurgía,1062415.408,874399.7474
4,844375,107,SANTANDER,Formal,3,28,"Fabricacion de productos elaborados de metal, excepto maquinaria y equipo",289,Fabricación de otros productos elaborados de metal y actividades de servicios relacionados con el trabajo de metales,2891,"Forja, prensado, estampado y laminado de metal; pulvimetalurgia",1062414.54,874432.5146
4,844375,107,SANTANDER,Formal,7,25,Fabricacion de productos de caucho y de plastico,252,Fabricación de productos de plástico,2529,Fabricación de artículos de plástico ncp,1062381.121,874385.9966
4,844376,107,SANTANDER,Formal,21,22,Actividades de edicion e impresion y de reproduccion de grabaciones,221,Actividades de edición,2211,"Edición de libros, folletos, partituras y otras publicaciones",1062302.401,874428.7033
4,844376,107,SANTANDER,Formal,1,25,Fabricacion de productos de caucho y de plastico,252,Fabricación de productos de plástico,2521,Fabricación de formas básicas de plástico ,1062363.172,874384.2725
4,844376,107,SANTANDER,Formal,9,27,Fabricacion de productos metalurgicos basicos,271,Industrias básicas de hierro y de acero,2710,Industrias básicas de hierro y de acero,1062316.357,874366.9926
4,844377,123,JORGE ISAACS,Formal,20,15,Elaboracion de productos alimenticios y de bebidas,151,"Producción, transformación y conservación de carne y pescado",1511,"Producción, transformación y conservación de carne y derivados cárnicos",1062277.949,874389.1762
4,844378,107,SANTANDER,Informal,5,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",203,Fabricación de partes y piezas de carpintería para edificios y construcciones,2030,Fabricación de partes y piezas de carpintería  para edificios y construcción,1062186.022,874320.2254
4,844379,107,SANTANDER,Formal,10,36,Fabricacion de muebles,369,Industrias manufactureras ncp,3699,Otras industrias manufactureras ncp. ,1062112.471,874330.8261
4,844381,111,FATIMA,Formal,4,36,Fabricacion de muebles,369,Industrias manufactureras ncp,3699,Otras industrias manufactureras ncp. ,1062222.74,874760.9544
4,844381,111,FATIMA,Formal,4,26,Fabricacion de otros productos minerales no metalicos,269,Fabricación de productos minerales no metálicos ncp,2696,"Corte, tallado y acabado de la piedra",1062180.866,874731.469
4,844381,111,FATIMA,Formal,8,26,Fabricacion de otros productos minerales no metalicos,269,Fabricación de productos minerales no metálicos ncp,2696,"Corte, tallado y acabado de la piedra",1062183.358,874663.9747
4,844381,111,FATIMA,Formal,4,36,Fabricacion de muebles,369,Industrias manufactureras ncp,3699,Otras industrias manufactureras ncp. ,1062146.431,874636.808
4,844384,111,FATIMA,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062136.597,874837.1759
4,844385,111,FATIMA,Formal,9,17,Fabricacion de productos textiles,174,Fabricación de otros productos textiles,1741,"Confección de artículos con materiales textiles  no producidos en la misma unidad, excepto prendas de vestir",1062174.212,874745.9086
4,844385,111,FATIMA,Formal,5,36,Fabricacion de muebles,369,Industrias manufactureras ncp,3699,Otras industrias manufactureras ncp. ,1062149.629,874738.5443
4,844389,104,BERLIN,Informal,1,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1062220.099,874846.6015
4,844389,104,BERLIN,Informal,1,36,Fabricacion de muebles,369,Industrias manufactureras ncp,3699,Otras industrias manufactureras ncp. ,1062214.108,874832.2321
4,844394,104,BERLIN,Informal,1,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1062292.744,874970.9392
4,844401,104,BERLIN,Formal,4,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062416.282,874857.7159
4,844401,104,BERLIN,Formal,5,28,"Fabricacion de productos elaborados de metal, excepto maquinaria y equipo",289,Fabricación de otros productos elaborados de metal y actividades de servicios relacionados con el trabajo de metales,2899,Fabricación de otros productos elaborados de metal  ncp,1062359.368,874842.0845
4,844418,100,BOLIVARIANO,Formal,4,37,Reciclaje,372,Reciclaje de desperdicios y desechos no metálicos,3720,Reciclaje de desperdicios y de desechos no metálicos,1062462.25,875088.3221
4,844418,100,BOLIVARIANO,Informal,2,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1521,"Elaboración de alimentos compuestos principalmente  de frutas, legumbres y hortalizas",1062577.16,875047.6509
4,844418,100,BOLIVARIANO,Formal,7,25,Fabricacion de productos de caucho y de plastico,252,Fabricación de productos de plástico,2521,Fabricación de formas básicas de plástico ,1062645.858,875021.8654
4,844418,100,BOLIVARIANO,Formal,7,15,Elaboracion de productos alimenticios y de bebidas,159,Elaboración de bebidas,1594,Elaboración de bebidas no alcohólicas; producción de aguas minerales,1062525.903,875000.6207
4,844418,100,BOLIVARIANO,Formal,3,28,"Fabricacion de productos elaborados de metal, excepto maquinaria y equipo",289,Fabricación de otros productos elaborados de metal y actividades de servicios relacionados con el trabajo de metales,2899,Fabricación de otros productos elaborados de metal  ncp,1062410.533,874991.0859
4,844418,100,BOLIVARIANO,Formal,6,37,Reciclaje,372,Reciclaje de desperdicios y desechos no metálicos,3720,Reciclaje de desperdicios y de desechos no metálicos,1062502.276,874909.0459
4,844418,100,BOLIVARIANO,Formal,4,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1062512.267,874915.393
4,844418,100,BOLIVARIANO,Formal,4,37,Reciclaje,372,Reciclaje de desperdicios y desechos no metálicos,3720,Reciclaje de desperdicios y de desechos no metálicos,1062445.993,875087.4315
4,844419,96,POPULAR,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1542,Elaboración de almidones y de productos derivados del almidón,1062692.756,875063.0078
4,844421,100,BOLIVARIANO,Formal,2,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062671.514,875206.3687
4,844421,100,BOLIVARIANO,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062616.586,875196.9188
4,844422,100,BOLIVARIANO,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1541,Elaboración de productos de molinería,1062480.605,875330.8009
4,844423,94,IGNACIO REGINFO,Informal,1,17,Fabricacion de productos textiles,174,Fabricación de otros productos textiles,1741,"Confección de artículos con materiales textiles  no producidos en la misma unidad, excepto prendas de vestir",1062673.472,875317.1931
4,844424,94,IGNACIO REGINFO,Formal,104,26,Fabricacion de otros productos minerales no metalicos,269,Fabricación de productos minerales no metálicos ncp,2699,Fabricación de otros productos minerales  no metálicos  ncp,1062624.598,875435.448
4,844425,94,IGNACIO REGINFO,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1521,"Elaboración de alimentos compuestos principalmente  de frutas, legumbres y hortalizas",1062579.152,875497.8199
4,844426,100,BOLIVARIANO,Formal,102,28,"Fabricacion de productos elaborados de metal, excepto maquinaria y equipo",289,Fabricación de otros productos elaborados de metal y actividades de servicios relacionados con el trabajo de metales,2899,Fabricación de otros productos elaborados de metal  ncp,1062440.565,875432.7735
4,844433,100,BOLIVARIANO,Formal,4,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062518.902,875110.695
4,844433,100,BOLIVARIANO,Informal,1,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1062503.608,875110.5404
4,844482,94,IGNACIO REGINFO,Formal,8,36,Fabricacion de muebles,361,Fabricación de muebles,3613,Fabricación de muebles para comercio y servicios,1062789.655,875462.5846
4,844485,89,GUILLERMO LEON  VALENCIA,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1541,Elaboración de productos de molinería,1062960.499,875590.2752
4,844490,96,POPULAR,Formal,8,15,Elaboracion de productos alimenticios y de bebidas,157,"Ingenios, refinerías de azúcar y trapiches",1571,Fabricación y refinación de azúcar,1062849.734,875346.8129
4,844491,96,POPULAR,Formal,2,15,Elaboracion de productos alimenticios y de bebidas,153,Elaboración de productos lácteos,1530,Elaboración de productos  lácteos,1062936.448,875452.3294
4,844491,96,POPULAR,Formal,2,25,Fabricacion de productos de caucho y de plastico,252,Fabricación de productos de plástico,2521,Fabricación de formas básicas de plástico ,1062946.07,875384.2305
4,844501,94,IGNACIO REGINFO,Formal,3,25,Fabricacion de productos de caucho y de plastico,252,Fabricación de productos de plástico,2521,Fabricación de formas básicas de plástico ,1062722.927,875474.7893
4,844501,94,IGNACIO REGINFO,Informal,1,17,Fabricacion de productos textiles,171,Preparación e hilatura de fibras textiles,1710,Preparación e hilatura de fibras textiles.,1062673.121,875461.5298
4,844501,94,IGNACIO REGINFO,Informal,26,27,Fabricacion de productos metalurgicos basicos,273,Fundición de metales,2731,Fundición de hierro y de acero,1062692.965,875436.957
4,844505,94,IGNACIO REGINFO,Informal,2,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1541,Elaboración de productos de molinería,1062846.743,875600.7621
4,844505,94,IGNACIO REGINFO,Informal,2,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062841.936,875628.6513
4,844507,101,MANZANARES,Formal,48,21,Fabricacion de papel,210,"Fabricación de papel, cartón y productos de papel y cartón",2102,"Fabricación de papel y cartón ondulado, fabricación de envases, empaques y de embalajes de papel y cartón.",1063081.4,875388.3422
4,844508,96,POPULAR,Formal,1664,24,Fabricacion de sustancias y productos quimicos,242,Fabricación de otros productos químicos,2424,"Fabricación de jabones  y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador.",1063227.185,875061.1869
4,844509,101,MANZANARES,Formal,15,31,Fabricacion de maquinaria y aparatos electricos ncp,312,Fabricación de aparatos de distribución y control de la energía eléctrica,3120,Fabricación de aparatos de distribución y control de la energía electrica.,1062880.728,875177.6459
4,844510,101,MANZANARES,Formal,278,15,Elaboracion de productos alimenticios y de bebidas,151,"Producción, transformación y conservación de carne y pescado",1511,"Producción, transformación y conservación de carne y derivados cárnicos",1062971.932,875013.6501
4,844510,101,MANZANARES,Formal,5,36,Fabricacion de muebles,361,Fabricación de muebles,3612,Fabricación de muebles para oficina,1062997.389,874991.7776
4,844511,101,MANZANARES,Formal,20,22,Actividades de edicion e impresion y de reproduccion de grabaciones,223,Actividades de servicios relacionadas con las de impresión,2231,"Arte, diseño y composición",1063017.312,874930.173
4,844511,101,MANZANARES,Formal,14,21,Fabricacion de papel,210,"Fabricación de papel, cartón y productos de papel y cartón",2101,Fabricación de pastas celulósicas; papel y cartón,1062971.393,874879.9751
4,844512,101,MANZANARES,Formal,23,20,"Transformacion de la madera y fabricacion de productos de madera y de corcho, excepto muebles",209,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería",2090,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería.",1062993.26,874815.7531
4,844515,101,MANZANARES,Informal,1,17,Fabricacion de productos textiles,174,Fabricación de otros productos textiles,1742,Fabricación de tapices y alfombras para pisos,1063091.192,874897.6832
4,844516,101,MANZANARES,Formal,7,36,Fabricacion de muebles,369,Industrias manufactureras ncp,3699,Otras industrias manufactureras ncp. ,1063132.571,874953.6583
4,844516,101,MANZANARES,Formal,8,36,Fabricacion de muebles,369,Industrias manufactureras ncp,3699,Otras industrias manufactureras ncp. ,1063064.423,874941.1879
4,844516,101,MANZANARES,Formal,29,24,Fabricacion de sustancias y productos quimicos,242,Fabricación de otros productos químicos,2423,"Fabricación de productos, farmacéuticos, sustancias químicas medicinales y productos botánicos.",1063155.563,874974.5865
4,844516,101,MANZANARES,Formal,13,34,"Fabricacion de vehiculos automotores, remolques y semirremolques",342,Fabricación de carrocerías para vehículos automotores fabricación de remolques y semiremolques,3420,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,1063148.062,874958.9071
4,844516,101,MANZANARES,Formal,1,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1063145.27,874939.6976
4,844517,101,MANZANARES,Formal,2,36,Fabricacion de muebles,361,Fabricación de muebles,3611,Fabricación de muebles para el hogar,1063327.16,875120.9111
4,844517,101,MANZANARES,Formal,30,31,Fabricacion de maquinaria y aparatos electricos ncp,312,Fabricación de aparatos de distribución y control de la energía eléctrica,3120,Fabricación de aparatos de distribución y control de la energía electrica.,1063214.546,875161.1074
4,844517,101,MANZANARES,Formal,30,31,Fabricacion de maquinaria y aparatos electricos ncp,311,"Fabricación de motores, generadores y transformadores",3110,"Fabricación de motores, generadores y transformadores eléctricos",1063355.16,875068.0041
4,844518,101,MANZANARES,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1542,Elaboración de almidones y de productos derivados del almidón,1063354.543,875015.4709
4,844518,101,MANZANARES,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1542,Elaboración de almidones y de productos derivados del almidón,1063335.963,874987.131
4,844518,101,MANZANARES,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1542,Elaboración de almidones y de productos derivados del almidón,1063344.922,874983.8152
4,844518,101,MANZANARES,Formal,15,19,Curtido y preparado de cueros,192,Fabricación de calzado,1921,"Fabricación de calzado de cuero y piel; con cualquier tipo de suela, excepto el calzado deportivo",1063269.428,874958.6776
4,844519,101,MANZANARES,Informal,1,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1063078.99,874809.6604
4,844520,101,MANZANARES,Formal,11,36,Fabricacion de muebles,361,Fabricación de muebles,3612,Fabricación de muebles para oficina,1063413.291,874948.9981
4,844522,107,SANTANDER,Formal,5,25,Fabricacion de productos de caucho y de plastico,252,Fabricación de productos de plástico,2521,Fabricación de formas básicas de plástico ,1062598.775,874644.5539
4,844522,107,SANTANDER,Formal,8,28,"Fabricacion de productos elaborados de metal, excepto maquinaria y equipo",281,"Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor",2811,Fabricación de productos metálicos  para uso estructural,1062639.01,874603.2991
4,844524,100,BOLIVARIANO,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,159,Elaboración de bebidas,1594,Elaboración de bebidas no alcohólicas; producción de aguas minerales,1062528.574,874887.3301
4,844524,100,BOLIVARIANO,Formal,20,24,Fabricacion de sustancias y productos quimicos,242,Fabricación de otros productos químicos,2424,"Fabricación de jabones  y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador.",1062564.753,874858.6372
4,844524,100,BOLIVARIANO,Formal,30,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1541,Elaboración de productos de molinería,1062633.452,874745.9044
4,844524,100,BOLIVARIANO,Formal,2,22,Actividades de edicion e impresion y de reproduccion de grabaciones,223,Actividades de servicios relacionadas con las de impresión,2232,Fotomecánica y análogos,1062606.056,874798.7012
4,844527,107,SANTANDER,Formal,4,17,Fabricacion de productos textiles,173,Acabado de productos textiles no producidos en la misma unidad de producción,1730,Acabado de productos textiles no producidos en la misma unidad de producción,1062668.861,874645.2012
4,844527,107,SANTANDER,Formal,3,22,Actividades de edicion e impresion y de reproduccion de grabaciones,223,Actividades de servicios relacionadas con las de impresión,2234,Acabado o recubrimiento,1062740.953,874612.187
4,844528,107,SANTANDER,Formal,2,24,Fabricacion de sustancias y productos quimicos,242,Fabricación de otros productos químicos,2429,Fabricación de otros productos químicos  ncp,1062733.015,874707.6701
4,844528,107,SANTANDER,Formal,695,24,Fabricacion de sustancias y productos quimicos,242,Fabricación de otros productos químicos,2423,"Fabricación de productos, farmacéuticos, sustancias químicas medicinales y productos botánicos.",1062772.397,874631.1456
4,844534,107,SANTANDER,Formal,95,22,Actividades de edicion e impresion y de reproduccion de grabaciones,224,Reproducción de materiales grabados,2240,Reproducción de materiales grabados,1062859.712,874776.705
4,844534,107,SANTANDER,Formal,28,24,Fabricacion de sustancias y productos quimicos,242,Fabricación de otros productos químicos,2424,"Fabricación de jabones  y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador.",1062874.714,874752.2127
4,844535,101,MANZANARES,Formal,76,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1062894.335,874742.3795
4,844536,101,MANZANARES,Formal,1,25,Fabricacion de productos de caucho y de plastico,252,Fabricación de productos de plástico,2521,Fabricación de formas básicas de plástico ,1062888.788,874836.295
4,844537,100,BOLIVARIANO,Formal,6,28,"Fabricacion de productos elaborados de metal, excepto maquinaria y equipo",289,Fabricación de otros productos elaborados de metal y actividades de servicios relacionados con el trabajo de metales,2899,Fabricación de otros productos elaborados de metal  ncp,1062740.769,875032.5661
4,844537,100,BOLIVARIANO,Formal,7,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1521,"Elaboración de alimentos compuestos principalmente  de frutas, legumbres y hortalizas",1062715.075,875004.7754
4,844537,100,BOLIVARIANO,Formal,30,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1062734.707,874984.4063
4,844541,107,SANTANDER,Formal,9,36,Fabricacion de muebles,361,Fabricación de muebles,3611,Fabricación de muebles para el hogar,1062836.252,874657.4089
4,844547,113,LAS DELICIAS,Formal,55,21,Fabricacion de papel,210,"Fabricación de papel, cartón y productos de papel y cartón",2102,"Fabricación de papel y cartón ondulado, fabricación de envases, empaques y de embalajes de papel y cartón.",1062956.706,874466.4982
4,844548,113,LAS DELICIAS,Formal,59,28,"Fabricacion de productos elaborados de metal, excepto maquinaria y equipo",289,Fabricación de otros productos elaborados de metal y actividades de servicios relacionados con el trabajo de metales,2899,Fabricación de otros productos elaborados de metal  ncp,1062860.969,874404.6852
4,844550,113,LAS DELICIAS,Formal,48,19,Curtido y preparado de cueros,192,Fabricación de calzado,1921,"Fabricación de calzado de cuero y piel; con cualquier tipo de suela, excepto el calzado deportivo",1063043.307,874368.6087
4,844556,113,LAS DELICIAS,Formal,5,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1063146.316,874624.9774
4,844557,113,LAS DELICIAS,Formal,50,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1541,Elaboración de productos de molinería,1063127.483,874559.1758
4,844569,113,LAS DELICIAS,Formal,1,25,Fabricacion de productos de caucho y de plastico,252,Fabricación de productos de plástico,2529,Fabricación de artículos de plástico ncp,1063333.654,874664.1704
4,844578,103,SALOMIA,Formal,4,31,Fabricacion de maquinaria y aparatos electricos ncp,319,Fabricación de otros tipos de equipo eléctrico n.c.p,3190,Fabricación de otros tipos de equipo eléctrico  ncp,1063531.439,874589.2114
4,844586,113,LAS DELICIAS,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1063341.117,874422.4589
4,844586,113,LAS DELICIAS,Formal,2,28,"Fabricacion de productos elaborados de metal, excepto maquinaria y equipo",281,"Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor",2811,Fabricación de productos metálicos  para uso estructural,1063395.143,874425.516
4,844588,122,ESMERALDA,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1063418.358,874301.4031
4,844589,114,BASE AEREA MARCO FIDEL SUAREZ,Informal,2,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1063347.244,874184.9931
4,844590,114,BASE AEREA MARCO FIDEL SUAREZ,Formal,3,34,"Fabricacion de vehiculos automotores, remolques y semirremolques",342,Fabricación de carrocerías para vehículos automotores fabricación de remolques y semiremolques,3420,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,1063478.352,874215.3243
4,844592,122,ESMERALDA,Informal,4,25,Fabricacion de productos de caucho y de plastico,252,Fabricación de productos de plástico,2529,Fabricación de artículos de plástico ncp,1063451.397,874375.4366
4,844623,103,SALOMIA,Formal,2,15,Elaboracion de productos alimenticios y de bebidas,152,"Elaboración de frutas, legumbres, hortalizas, aceites y grasas de origen vegetal y animal",1522,Elaboración de aceites y grasas de origen vegetal y animal,1063592.486,874681.2768
4,844671,103,SALOMIA,Formal,5,15,Elaboracion de productos alimenticios y de bebidas,155,"Elaboración de productos de panadería, macarrones, fideos, alcuzcuz y productos farináceos similares",1551,Elaboración de productos de panadería,1063494.168,875187.425
4,844671,103,SALOMIA,Formal,2,28,"Fabricacion de productos elaborados de metal, excepto maquinaria y equipo",289,Fabricación de otros productos elaborados de metal y actividades de servicios relacionados con el trabajo de metales,2899,Fabricación de otros productos elaborados de metal  ncp,1063512.019,875136.5467
4,844685,87,LA ALIANZA,Formal,5,19,Curtido y preparado de cueros,193,"Fabricación de artículos de viaje, bolsos de mano, y artículos similares; fabricación de artículos de talabartería y guarnicionería",1939,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados con materiales ncp",1063286.075,875291.2521
4,844685,87,LA ALIANZA,Formal,2,19,Curtido y preparado de cueros,193,"Fabricación de artículos de viaje, bolsos de mano, y artículos similares; fabricación de artículos de talabartería y guarnicionería",1932,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en materiales sintéticos, plásticos e imitaciones de cuero.",1063227.547,875218.8875
4,844686,87,LA ALIANZA,Formal,3,15,Elaboracion de productos alimenticios y de bebidas,159,Elaboración de bebidas,1594,Elaboración de bebidas no alcohólicas; producción de aguas minerales,1063219.933,875286.3518
4,844688,87,LA ALIANZA,Informal,2,15,Elaboracion de productos alimenticios y de bebidas,154,"Elaboración de productos de molinería, de almidones y productos derivados del almidón y alimentos preparados para animales",1542,Elaboración de almidones y de productos derivados del almidón,1063412.341,875458.3309
4,844688,87,LA ALIANZA,Formal,31,19,Curtido y preparado de cueros,192,Fabricación de calzado,1926,Fabricación de partes del calzado,1063314.349,875385.5913
4,844688,87,LA ALIANZA,Formal,10,25,Fabricacion de productos de caucho y de plastico,252,Fabricación de productos de plástico,2529,Fabricación de artículos de plástico ncp,1063232.626,875349.2371
4,844690,87,LA ALIANZA,Formal,10,36,Fabricacion de muebles,369,Industrias manufactureras ncp,3699,Otras industrias manufactureras ncp. ,1063369.079,875319.143
4,844692,87,LA ALIANZA,Informal,1,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1063413.162,875345.1085
4,844694,87,LA ALIANZA,Formal,40,25,Fabricacion de productos de caucho y de plastico,251,Fabricación de productos de caucho,2511,Fabricación de llantas y neumáticos de caucho.,1063678.018,876103.7005
4,844694,87,LA ALIANZA,Formal,350,29,Fabricacion de maquinaria y equipo ncp,291,Fabricación de maquinaria de uso general,2911,"Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas.",1063694.402,875974.9775
4,844695,87,LA ALIANZA,Formal,1213,15,Elaboracion de productos alimenticios y de bebidas,158,Elaboración de otros productos alimenticios,1589,Elaboración de otros productos alimenticios ncp.,1063431.714,875757.0401
4,844701,89,GUILLERMO LEON  VALENCIA,Formal,9,22,Actividades de edicion e impresion y de reproduccion de grabaciones,222,Actividades de impresión,2220,Actividades de impresión,1063359.384,875883.615
4,844701,89,GUILLERMO LEON  VALENCIA,Formal,2,31,Fabricacion de maquinaria y aparatos electricos ncp,319,Fabricación de otros tipos de equipo eléctrico n.c.p,3190,Fabricación de otros tipos de equipo eléctrico  ncp,1063364.945,875854.7272
4,844702,87,LA ALIANZA,Formal,10,28,"Fabricacion de productos elaborados de metal, excepto maquinaria y equipo",289,Fabricación de otros productos elaborados de metal y actividades de servicios relacionados con el trabajo de metales,2899,Fabricación de otros productos elaborados de metal  ncp,1063327.655,875835.1574
4,844703,87,LA ALIANZA,Informal,1,15,Elaboracion de productos alimenticios y de bebidas,158,Elaboración de otros productos alimenticios,1581,"Elaboración de cacao, chocolate y productos  de confitería",1063230.245,875728.8653
4,844705,89,GUILLERMO LEON  VALENCIA,Formal,87,15,Elaboracion de productos alimenticios y de bebidas,153,Elaboración de productos lácteos,1530,Elaboración de productos  lácteos,1063131.898,875639.1443
4,844706,89,GUILLERMO LEON  VALENCIA,Formal,6,31,Fabricacion de maquinaria y aparatos electricos ncp,319,Fabricación de otros tipos de equipo eléctrico n.c.p,3190,Fabricación de otros tipos de equipo eléctrico  ncp,1063033.988,875781.996
4,844706,89,GUILLERMO LEON  VALENCIA,Formal,3,18,Fabricacion de prendas de vestir,181,"Fabricación de prendas de vestir, excepto las de piel",1810,"Fabricación de prendas de vestir, excepto prendas de piel",1063062.513,875639.3401
4,844706,89,GUILLERMO LEON  VALENCIA,Formal,20,15,Elaboracion de productos alimenticios y de bebidas,159,Elaboración de bebidas,1592,Elaboración de bebidas fermentadas no destiladas,1063029.078,875583.5713
4,844708,89,GUILLERMO LEON  VALENCIA,Formal,18,22,Actividades de edicion e impresion y de reproduccion de grabaciones,222,Actividades de impresión,2220,Actividades de impresión,1062899.998,875714.9078
4,844708,89,GUILLERMO LEON  VALENCIA,Formal,2,25,Fabricacion de productos de caucho y de plastico,252,Fabricación de productos de plástico,2521,Fabricación de formas básicas de plástico ,1062933.513,875725.2589
